sensorType,deploymentType,eventName,collectionCondition,housingType,sensorBrand,statusId,timeStamp,site_no,latitude,longitude,siteDescription,networkNames,stateName,countyName,siteWaterbody,siteHDatum,sitePriorityName,siteZone,siteHCollectMethod,sitePermHousing,instrument_id,sensor_type_id,deployment_type_id,location_description,serial_number,housing_serial_number,interval,site_id,event_id,inst_collection_id,housing_type_id,sensor_brand_id,vented,last_updated,last_updated_by,instr_collection_conditions,sensor_brand,sensor_type,housing_type,deployment_type,instrument_status,data_files,files,event,site,Links
Pressure Transducer,Water Level,FEMA 2013 exercise,,,Hobo,2,5/21/13 20:21,FLBRE03160,27.9215,-80.51941,Fisherman's Landing Park,South Atlantic,FL,Brevard County,Indian River,WGS84 (from Digital Map),,,Map (digital or paper),Yes,22,1,1,"ON FIRST PILING OF PIER 1, CLOSEST TO THE PARKING LOT ON THE LEFT SIDE.",102382,,30,3160,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file],,,
Pressure Transducer,Water Level,FEMA 2013 exercise,,,Hobo,2,5/21/13 23:00,FLBRE03152,28.35849,-80.67858,"George L. Reynolds Boat Ramp, 1.3 mi east of intersection of SR3 and SR 520, turn North on Kiwanis Island Park Rd, ramp is 500 ft ahead on left
2 wooden docks w/ multiple plings at boat ramp, Sykes Creek",South Atlantic,FL,Brevard County,Sykes Creek,WGS84 (from Digital Map),,,Map (digital or paper),Yes,23,1,1,same location as another,2238123,,30,3152,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file],,,
Pressure Transducer,Water Level,FEMA 2013 exercise,,,Hobo,2,5/21/13 23:10,FLIND03149,27.85508,-80.45208,"Sebastian Inlet State Park,",South Atlantic,FL,Indian River County,Sebastian Inlet intracoastal,NAD83,,,Handheld GPS,Yes,24,1,1,"EAST SIDE OF FISHING DOCK, SECOND CROSS MEMBER FROM SIDEWALK 1",1028477,,30,3149,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file],,,
Pressure Transducer,Water Level,Wilma,Brackish Water,,,2,10/25/05 0:00,FLCOL03148,26.04606,-81.70845,Hendersen Creek at KOA Campground boat ramp.,Gulf of Mexico,FL,Collier County,Hendersen Creek,NAD83,,,Map (digital or paper),Yes,25,1,1,Strapped to landward-most wooden piling on upstream side of boat ramp. Angle iron at 1.8 ft above LS,911334,,30,3148,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file],,,
Pressure Transducer,Water Level,FEMA 2013 exercise,,,Hobo,1,10/5/16 18:00,FLIND03149,27.85508,-80.45208,"Sebastian Inlet State Park,",South Atlantic,FL,Indian River County,Sebastian Inlet intracoastal,NAD83,,,Handheld GPS,Yes,26,1,1,"EAST SIDE OF FISHING DOCK, SECOND CROSS MEMBER FROM SIDEWALK",1028477,,30,3149,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file],,,
Pressure Transducer,Water Level,FEMA 2013 exercise,,,,2,5/21/13 23:48,FLBRE03151,28.355,-80.72217,Lee Wenner Park,South Atlantic,FL,Brevard County,Indian River,WGS84 (from Digital Map),,,Map (digital or paper),Yes,27,1,1,,1028496,WSH-13832,30,3151,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file],,,
Pressure Transducer,Water Level,FEMA 2013 exercise,,,Hobo,1,10/5/16 18:00,FLBRE03152,28.35849,-80.67858,"George L. Reynolds Boat Ramp, 1.3 mi east of intersection of SR3 and SR 520, turn North on Kiwanis Island Park Rd, ramp is 500 ft ahead on left
2 wooden docks w/ multiple plings at boat ramp, Sykes Creek",South Atlantic,FL,Brevard County,Sykes Creek,WGS84 (from Digital Map),,,Map (digital or paper),Yes,28,1,1,,2238123,,30,3152,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file],,,
Pressure Transducer,Water Level,FEMA 2013 exercise,Saline Water,,,2,5/21/13 22:10,FLBRE03153,28.3572,-80.62858,Constitution Bicentennial Boat Ramp,South Atlantic,FL,Brevard County,Banana River,WGS84 (from Digital Map),,,Map (digital or paper),Yes,29,1,1,on dock,2238139,WSH 13840,30,3153,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file],,,
Pressure Transducer,Water Level,FEMA 2013 exercise,Saline Water,,,2,5/21/13 19:40,FLBRE03154,28.20669,-80.66137,Boat Ramp at POW/MIA Park,South Atlantic,FL,Brevard County,Indian River,WGS84 (from Digital Map),,,Map (digital or paper),Yes,30,1,1,on dock @ boat ramp,2238154,WSH 13815,30,3154,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file],,,
Pressure Transducer,Water Level,FEMA 2013 exercise,Saline Water,,,2,5/21/13 18:02,FLBRE03157,28.07962,-80.59973,"Claude Edge Front St Park, on Front St. south of US 192 before the bridge if traveling East (heavy road construction, some roads closed)
Many wooden pilings at boat ramp",South Atlantic,FL,Brevard County,Indian River,WGS84 (from Digital Map),,,Map (digital or paper),Yes,32,1,1,On piling of dock.,1028500,WSH 13824,30,3157,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file],,,
Pressure Transducer,Wave Height,Nate October 2017,Air,,Unknown,2,10/12/17 14:30,ALBAL23306,30.229374,-87.876211,"Fort Morgan 4 (Dune Crest)
wave sensor 4/5, at 925 Beach Club Trail, Gulf Shores, AL 36542. In housing mounted to 27th seaward pier from sea wall. with lag bolt RM set at base of housing.","Transects, Gulf of Mexico, Coastal Change Hazards (CCH)",AL,Baldwin County,Gulf of Mexico,local control point,,,Phone/Car GPS,No,8685,1,2,"wave sensor 4/5, at 925 Beach Club Trail, Gulf Shores, AL 36542. In housing mounted to 27th seaward pier from sea wall. with lag bolt RM set at base of housing.",1511474 true blue,,0,23306,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Wave Height,Nate October 2017,Air,,Unknown,2,10/12/17 14:30,ALBAL23307,30.229546,-87.876061,"Fort Morgan 5 (Behind Dune)
wave sensor 5/5, at 925 Beach Club Trail, Gulf Shores, AL 36542. In housing mounted to 18th seaward pier from sea wall. with lag bolt RM set at base of housing.","Coastal Change Hazards (CCH), Transects, Gulf of Mexico",AL,Baldwin County,Gulf of Mexico,local control point,,,Phone/Car GPS,No,8686,1,2,"wave sensor 5/5, at 925 Beach Club Trail, Gulf Shores, AL 36542. In housing mounted to 18th seaward pier from sea wall. with lag bolt RM set at base of housing.",1511456 true blue,,0.25,23307,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Wave Height,Nate October 2017,Air,,Unknown,2,10/12/17 21:00,ALBAL23310,30.24122,-87.737991,"Lee Calloway Bridge (One sensor installed here fore water levels in the inlet)
wave sensor, at Lee Callaway Bridge, strapped to municipal utilities caged bubbler that is attached to Western wall on seaward side of bridge and inlet/canal, 50ft from bridge, and 100 feet East of  1371 West Beach Blvd Gulf Shores, AL","Coastal Change Hazards (CCH), Gulf of Mexico",AL,Baldwin County,Gulf of Mexico-Little Lagoon,local control point,,,Phone/Car GPS,No,8688,1,2,"wave sensor, at Lee Callaway Bridge, strapped to municipal utilities caged bubbler that is attached to Western wall on seaward side of bridge and inlet/canal, 50ft from bridge, and 100 feet East of  1371 West Beach Blvd Gulf Shores, AL",1511475 true blue,,0.25,23310,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Wave Height,Nate October 2017,Air,,Unknown,2,10/13/17 17:00,ALBAL23374,30.269643,-87.579435,"OB1-Wave sensor, strapped to dock pier below last seaward access gate, on East side of pier, at Four Seasons (26072 Perdido Beach Blvd, Orange Beach, AL 36561), with etched mark on concrete at base of sensor housing.. TrueBlue S/N 1511460 (#15)",,AL,Baldwin County,Gulf of Mexico,local control point,,,Phone/Car GPS,No,8689,1,2,"Wave sensor, strapped to dock pier below last seaward access gate, on East side of pier, at Four Seasons (26072 Perdido Beach Blvd, Orange Beach, AL 36561), with etched mark on concrete at base of sensor housing. RMOB1 Elev 7.580 sensor is 7.760ft",1511460 true blue,,0.25,23374,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Wave Height,Nate October 2017,Air,,Unknown,2,10/13/17 17:00,ALBAL23383,30.270025,-87.579486,"OB2 Wave Sensor,  strapped to Eastern side railing of steps leading to beach access, set between steps and fishing pier, with lag bolt ran into railing at base of sensor housing, at  Four Seasons, 26072 Perdido Beach Blvd. Orange Beach AL 36561",,AL,Baldwin County,Gulf of Mexico,local control point,,,Phone/Car GPS,No,8690,1,2,"Wave Sensor,  strapped to Eastern side railing of steps leading to beach access, set between steps and fishing pier, with lag bolt ran into railing at base of sensor housing, at  Four Seasons, 26072 Perdido Beach Blvd. Orange Beach AL 36561",1511478 true blue,,0.25,23383,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Nate October 2017,Saline Water,,Level Troll,2,10/11/17 10:00,ALBAL00003,30.23195833,-88.0179444,"Mobile Bay near Ft. Morgan, AL",,AL,Baldwin County,Mobile Bay,local control point,,,Phone/Car GPS,Yes,8691,1,1,"site re-established in close to same spot. Housing is now mounted to 12th creosote footer, on left from parking lot, on West side of abandoned pier, with 3/8 lag bolt as RM for levels.",487354,,2,6610,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Wave Height,Nate October 2017,Air,,Unknown,2,10/12/17 14:00,ALBAL23412,30.234322,-87.776149,"Gulf Shores West 1 (Dune Toe)
GSW1- Wave sensor, strapped on East side footer of pier/walkway to beach, near end of steps and closest to toe of dune, at 2657 West Beach Blvd Gulf Shores, AL 36542, with lag bolt ran in at base of sensor housing for levels to be ran to.","Gulf of Mexico, Transects, Coastal Change Hazards (CCH)",AL,Baldwin County,Gulf of Mexico,local control point,,,Other (Note in Description box),No,8692,1,2,"Wave sensor, strapped on East side footer of pier/walkway to beach, near end of steps and closest to toe of dune, at 2657 West Beach Blvd Gulf Shores, AL 36542, with lag bolt ran in at base of sensor housing for levels to be ran to.",1510724 true blue,,0.25,23412,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Wave Height,Nate October 2017,Not Recorded,,Unknown,2,10/12/17 21:00,ALMOB23433,30.242923,-88.098646,"DO NOT USE SENSOR DATA FROM THIS SITE. Wave sensor #5 deployed on 6th post of walk bridge, landward, from shoreline. Set on bolt, measuring 3.80ft from top of post. Sand Castle Condos, 50 Forney Johnston Dr, Dauphin Island, AL 36528",,AL,Mobile County,Gulf of Mexico,local control point,,,Phone/Car GPS,No,8693,1,2,"wave sensor deployed on 6th post of walk bridge, landward, from shoreline. Set on bolt 3.80ft from top of bolt. at Sand Castle Condos, 50 Forney Johnston Dr, Dauphin Island, AL 36528",1511425 true blue,,0.25,23433,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Wave Height,Nate October 2017,Air,,Unknown,2,10/12/17 22:00,ALMOB23434,30.248806,-88.131387,"Dauphin 2 - site selected by Coastal Change Hazards
Wave sensor #4 deployed 40ft from end of boardwalk on 5th post underneath boardwalk seaward from shoreline. Barotroll S/N #487007 also deployed underneath boardwalk between 5th and 6th posts landward from top of boardwalk. Beachfront Rentals and Sales.","Gulf of Mexico, Coastal Change Hazards (CCH)",AL,Mobile County,Gulf of Mexico,local control point,,,Phone/Car GPS,No,8694,1,2,"wave sensor deployed 40ft from end of boardwalk on 11th post seaward from shoreline. Beachfront Rentals and Sales, 1801 Bienville Blvd, Dauphin Island, AL, 36528.",1511500 true blue,,0.25,23434,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Wave Height,Nate October 2017,Air,,Unknown,2,10/12/17 22:31,ALMOB23435,30.249731,-88.173799,"Dauphin 3
Wave sensor #6 deployed on top of pre-existing nut on center post, 3rd from shoreline, landward from end of deck at 2619 Bienville Blvd, Dauphin Island, AL.","Coastal Change Hazards (CCH), Gulf of Mexico",AL,Mobile County,Gulf of Mexico,local control point,,,Phone/Car GPS,No,8695,1,2,"wave sensor deployed on top of center post, 3rd from shoreline, landward from end of deck at 2619 Bienville Blvd, Dauphin Island, AL.",1510464 true blue,,0.25,23435,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Nate October 2017,Air,,Unknown,2,10/12/17 16:00,ALBAL00004,30.52506389,-87.9115528,"Mobile Bay near Fairhope, AL, USGS Storm Tide Gage 3031300875445.",Gulf of Mexico,AL,Baldwin County,Mobile Bay,WGS84 (from Digital Map),,,Phone/Car GPS,Yes,8696,1,1,"sensor deployed in previously established housing unit on 3rd landward  bridge post, from end of pier, south side of pier,",1511489 true blue,,0.25,6753,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,Sandy,Not Recorded,,Unknown,2,11/2/12 13:25,VAYOR00003,37.1106111,-76.319444,unknown,,VA,York County,High Cedar Creek,NAD83,,,Map (digital or paper),Yes,8697,1,3,SSS-VA-YOR-003BP,Unknown,,60,6989,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Sandy,Not Recorded,,Unknown,2,11/2/12 15:25,VAYOR00003,37.1106111,-76.319444,unknown,,VA,York County,High Cedar Creek,NAD83,,,Map (digital or paper),Yes,8698,1,1,SSS-VA-YOR-003WL,Unknown,,60,6989,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Storm-November 2009,Brackish Water,,Unknown,2,7/18/14 8:59,VAYOR00001,37.178333,-76.396944,,,VA,York County,Poquoson River,NAD83,,,Map (digital or paper),Yes,8699,1,1,Seaford Pressure Transducer Water Level,1136780,,360,6992,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Wave Height,Nate October 2017,Air,,Unknown,2,10/12/17 19:00,ALBAL23311,30.23441,-87.776146,"Gulf Shores West 2 (Dune Crest)
SENSOR SAW NO ACTION: Gulf Shores West 2. Wave Sensor. strapped to piling East side of beach pier, at top of dune, landward of beach, at 2657 West Beach Blvd, Gulf Shores, AL 36542, seaward side. with lag bolt at base of sensor housing (0.01ft above RM)","Coastal Change Hazards (CCH), Transects, Gulf of Mexico",AL,Baldwin County,Gulf of Mexico-Little Lagoon,local control point,,,Phone/Car GPS,No,8700,1,2,"Gulf Shores West 2. Wave Sensor. strapped to piling East side of beach pier, at top of dune, landward of beach, at 2657 West Beach Blvd, Gulf Shores, AL 36542, seaward side. with lag bolt at base of sensor housing (0.01ft above RM)",1511452 trueblue,,0.25,23311,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Thermometer,Water Temperature,,,,,1,9/5/18 13:31,NJOCE23483,39.85354,-74.13766,"Forsythe NWR, Stouts Creek tract, bayside storm surge transect site. SET rod deployment for bracket","DOI Federal Lands, North Atlantic, SWaTH",NJ,Ocean County,"Barnegat Bay, Stouts Creek",NAD83,Priority 2 (secondary or full deployment),,RT-GNSS,Yes,8718,3,8,,,,,23483,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Noreaster of March 2018,Brackish Water,HIF Stainless Steel,Measurement Specialties,2,3/14/18 16:12,NJOCE23487,39.753599,-74.20673,"Forsythe NWR, Impoundment #2","North Atlantic, DOI Federal Lands, SWaTH",NJ,Ocean County,"Impoundment #2, Double Creek, Barnegat Bay",WGS84 (from Digital Map),Priority 2 (secondary or full deployment),,Map (digital or paper),No,8726,1,1,,1407483,,60,23487,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Noreaster of March 2018,Brackish Water,,Measurement Specialties,2,3/14/18 18:22,NJOCE23488,39.75502,-74.19218,"Forsythe NWR, Barnegat Tract, Impoundment #5","DOI Federal Lands, North Atlantic, SWaTH",NJ,Ocean County,"Impoundment #5, Double Creek, Barnegat Bay",NAD83,Priority 2 (secondary or full deployment),,RT-GNSS,No,8729,1,1,,147808,,3600,23488,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Noreaster of March 2018,Brackish Water,HIF Stainless Steel,Measurement Specialties,2,3/14/18 16:33,NJOCE23489,39.750859,-74.205828,"Forsythe NWR, Impoundment #3","DOI Federal Lands, North Atlantic, SWaTH",NJ,Ocean County,"Impoundment #3, Double Creek, Barnegat Bay",NAD83,Priority 2 (secondary or full deployment),,RT-GNSS,No,8732,1,1,,1511481,,60,23489,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Noreaster of March 2018,Brackish Water,,Measurement Specialties,2,3/14/18 17:20,NJOCE23490,39.752191,-74.202352,"Forsythe NWR, Double Creek Tidal Reference Site","DOI Federal Lands, SWaTH, North Atlantic",NJ,Ocean County,"Double Creek, Barnegat Bay",NAD83,Priority 2 (secondary or full deployment),,RT-GNSS,No,8735,1,1,Double Creek Tidal Ditch,1407505,,60,23490,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Nate October 2017,Brackish Water,,Level Troll,2,10/13/17 19:00,ALBAL00002,30.304527,-87.728134,"Pressure sensor gage located on piling near the boat ramp at the east end of River Rd. in Bon Secour, AL. at 17309 River Rd, Bon Secour, AL 36511, in Aquila Seafood parking lot turnaround, approx 4 feet from edge of water.",Gulf of Mexico,AL,Baldwin County,Bon Secour River-Mobile Bay,NAD83,,,Map (digital or paper),Yes,8737,1,1,"Storm Tide Gage at Bon Secour, AL. Pressure sensor gage permanently located on a piling near the boat ramp at the east end of River Rd. in Bon Secour, AL in Aquila Seafood boat launch parking lot, secured with 2640 lock and permanent housing..",431444,,120,6636,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,Nate October 2017,Air,,Level Troll,2,10/13/17 17:00,ALBAL00002,30.304527,-87.728134,"Pressure sensor gage located on piling near the boat ramp at the east end of River Rd. in Bon Secour, AL. at 17309 River Rd, Bon Secour, AL 36511, in Aquila Seafood parking lot turnaround, approx 4 feet from edge of water.",Gulf of Mexico,AL,Baldwin County,Bon Secour River-Mobile Bay,NAD83,,,Map (digital or paper),Yes,8738,1,3,"Baro Troll for USGS 0237819950 Storm Tide Gage on Bon Secour River near Bon Secour, AL. nailed and strapped to telephone pole approx 50 feet landward of established site at boat launch for Aquila Seafood in parking lot on point.roughly 6ft above LSD",48698,,300,6636,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,Irma September 2017,Saline Water,HIF Stainless Steel,Hobo,2,9/12/17 20:37,PRTOA20649,18.45556,-66.17969,Levittown Beach,South Atlantic,PR,Toa Baja Municipio,Atlantic Ocean,NAD83,Priority 1 (network or time critical),,Handheld GPS,No,8739,1,3,,1219567,,1,20649,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,,Nate October 2017,Air,,Level Troll,2,10/12/17 22:00,ALMOB23434,30.248806,-88.131387,"Dauphin 2 - site selected by Coastal Change Hazards
Wave sensor #4 deployed 40ft from end of boardwalk on 5th post underneath boardwalk seaward from shoreline. Barotroll S/N #487007 also deployed underneath boardwalk between 5th and 6th posts landward from top of boardwalk. Beachfront Rentals and Sales.","Gulf of Mexico, Coastal Change Hazards (CCH)",AL,Mobile County,Gulf of Mexico,local control point,,,Phone/Car GPS,No,8740,1,0,BaroTroll,487007,,300,23434,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,Nate October 2017,Air,,Level Troll,2,10/13/17 20:00,ALBAL00005,30.6300375,-87.9187905,"Mobile Bay near Daphne, AL at Bayfront Park Pier",Gulf of Mexico,AL,Baldwin County,Mobile Bay,NAD83,,,Map (digital or paper),Yes,8741,1,3,"Mounted to sweetgum tree in left corner of parking lot, looking seaward (see attached picture files for reference).",169435 barotroll,,300,6758,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Nate October 2017,Air,,Unknown,2,10/13/17 20:00,ALBAL00005,30.6300375,-87.9187905,"Mobile Bay near Daphne, AL at Bayfront Park Pier",Gulf of Mexico,AL,Baldwin County,Mobile Bay,NAD83,,,Map (digital or paper),Yes,8742,1,1,"Mounted next to pre-existing housing unit, on top of lag bolt in 4th landward pier post.",1510706 true blue,,0,6758,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Irene,Not Recorded,,Hobo,2,8/31/11 19:00,NYSUF07584,40.634734,-73.202158,,,NY,Suffolk County,Atlantic Ocean,NAD83,,,Map (digital or paper),Yes,8743,1,1,SSS-NY-SUF-018WL,1024064,,30,7584,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Wave Height,Nate October 2017,Air,,Unknown,2,10/13/17 17:00,ALBAL23491,30.24278,-87.72222,"Gulf Shores East 1 and 2. Two wave sensors deployed on pier posts, seaward from West 12th St public beach access. GSE1  mounted to most seaward post, sitting on 2x10 marked with nail. GSE2 mounted to highest elevation pier post, sitting on top of nail.",,AL,Baldwin County,Gulf of Mexico,local control point,,,Phone/Car GPS,No,8744,1,2,"GSE1 on most seaward pier post, sitting on 2x10 board. RM is marked by a nail. Housing Elev is 10.241ft with +.18ft corr to sensor, making sensor 10.421ft NAVD88",1511471 TrueBlue#20,,0.25,23491,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Wave Height,Nate October 2017,Air,,Unknown,2,10/13/17 17:00,ALBAL23491,30.24278,-87.72222,"Gulf Shores East 1 and 2. Two wave sensors deployed on pier posts, seaward from West 12th St public beach access. GSE1  mounted to most seaward post, sitting on 2x10 marked with nail. GSE2 mounted to highest elevation pier post, sitting on top of nail.",,AL,Baldwin County,Gulf of Mexico,local control point,,,Phone/Car GPS,No,8745,1,2,"GSE2 is on highest elevated, landward pier post, sitting on a nail, in public access boardwalk. No Useful data toward wave height, saw no action",1511494 TrueBlue #12,,0.25,23491,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,Hermine,Air,HIF Stainless Steel,Hobo,2,9/9/16 15:08,NYSUF00020,40.636598,-73.263246,"Robert Moses Causeway at Captree State Park, Captree, NY.","SWaTH, North Atlantic",NY,Suffolk County,Fire Island Inlet,NAD83,,0,RT-GNSS,No,8746,1,3,"On light post on west side of robert moses cswy. on captree island near exit ramp to go east.
Sensor moved by TKoenig on 10/23/2017 to sensor NYSUF00020.",10223968,,30,7076,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,Irma September 2017,Air,HIF Stainless Steel,Hobo,2,9/7/17 16:17,PRNAR23505,18.426134,-66.396296,VEGA SERENA CALLE CATHERINE VEGA BAJA,,PR,Naranjito Municipio,None,NAD83,,,Map (digital or paper),No,8747,1,3,,1181127,,0,23505,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
